parent_name,parent_smiles,parent_inchi,metabolite_name,metabolite_smiles,metabolite_inchi,enzymes,fingerprint_similarity,reaction_type
hyocholic acid,CC(CCC(=O)O)C1CCC2C3C(O)C(O)C4CC(O)CCC4(C)C3CCC12C,,hyocholic acid 6-O-glucuronide,CC(CCC(=O)O)C1CCC2C3C(O)C(OC4OC(C(=O)O)C(O)C(O)C4O)C4CC(O)CCC4(C)C3CCC12C,,UGT,0.38,6-OH glucuronidation of sterol
Resveratrol,OC1=CC=C(C=CC2=CC(O)=CC(O)=C2)C=C1,,Resveratrol 3-O-glucuronide,O=C(O)C1OC(OC2=CC(O)=CC(C=CC3=CC=C(O)C=C3)=C2)C(O)C(O)C1O,,UGT1A9,0.24,Aromatic -OH glucuronidation
Entacapone,CCN(CC)C(=O)C(C#N)=CC1=CC(O)=C(O)C([N+](=O)[O-])=C1,,,CCN(CC)C(=O)C(C#N)=CC1=CC(OC2OC(C(=O)O)C(O)C(O)C2O)=C(O)C([N+](=O)[O-])=C1,,UGT1A9,0.59,Aromatic -OH glucuronidation
Ezetimibe,O=C1C(CCC(O)C2=CC=C(F)C=C2)C(C2=CC=C(O)C=C2)N1C1=CC=C(F)C=C1,,,O=C(O)C1OC(OC2=CC=C(C3C(CCC(O)C4=CC=C(F)C=C4)C(=O)N3C3=CC=C(F)C=C3)C=C2)C(O)C(O)C1O,,UGT1A9,0.75,Aromatic -OH glucuronidation
Mycophenolic Acid,COC1=C(C)C2=C(C(=O)OC2)C(O)=C1CC=C(C)CCC(=O)O,,,COC1=C(C)C2=C(C(=O)OC2)C(OC2OC(C(=O)O)C(O)C(O)C2O)=C1CC=C(C)CCC(=O)O,,UGT1A9,0.65,Aromatic -OH glucuronidation
1-(1-pyrenyl)ethanol,CC(O)C1=CC=C2C=CC3=CC=CC4=CC=C1C2=C34,,,CC(OS(=O)(=O)O)C1=CC=C2C=CC3=CC=CC4=CC=C1C2=C34,,SULT1A1; SULT1E1,0.62,Sulfation of secondary alcohol
1-hydroxymethylpyrene,OCC1=CC=C2C=CC3=CC=CC4=CC=C1C2=C34,,,O=S(=O)(O)OCC1=CC=C2C=CC3=CC=CC4=CC=C1C2=C34,,"SULT1A1; SULT1B1, SULT2A1",0.64,Sulfation of primary alcohol
1-methoxy-3-indolylmethyl-alcohol,CON1C=C(CO)C2=CC=CC=C21,,,CON1C=C(COS(=O)(=O)O)C2=CC=CC=C21,,SULT1A1,0.81,Sulfation of primary alcohol
"2,4-dinitrobenzylalcohol",O=[N+]([O-])C1=CC=C(CO)C([N+](=O)[O-])=C1,,,O=[N+]([O-])C1=CC=C(COS(=O)(=O)O)C([N+](=O)[O-])=C1,,SULT1A1,0.78,Sulfation of primary alcohol
2-aminobenzylalcohol,NC1=CC=CC=C1CO,,,NC1=CC=CC=C1COS(=O)(=O)O,,SULT1A1,0.55,Sulfation of primary alcohol
"2-hydroxylamino-3-methyl-9H-pyrido[2,3-b]indole",CC1=CC2=C(N=C1NO)NC1=CC=CC=C12,,,CC1=CC2=C(N=C1NOS(=O)(=O)O)NC1=CC=CC=C12,,SULT1A1,0.85,Hydroxylamine O-sulfonation
2-hydroxylamino-5-phenylpyridine,ONC1=CC=C(C2=CC=CC=C2)C=N1,,,O=S(=O)(O)ONC1=CC=C(C2=CC=CC=C2)C=N1,,SULT1A1,0.73,Hydroxylamine O-sulfonation
5-hydroxymethylfurfural,O=CC1=CC=C(CO)O1,,,O=CC1=CC=C(COS(=O)(=O)O)O1,,SULT1A1,0.57,Sulfation of primary alcohol
"7-hydroxy-7,8,9,10-tetrahydrobenzo[a]pyrene",OC1CCCC2=C1C=C1C=CC3=CC=CC4=CC=C2C1=C34,,,O=S(=O)(O)OC1CCCC2=C1C=C1C=CC3=CC=CC4=CC=C2C1=C34,,SULT1A1,0.68,Sulfation of secondary alcohol
N-acetyl-N-hydroxy-3-aminobenzanthrone,CC(=O)N(O)C1C=CC2=C3C(=CC=CC31)C(=O)C1=CC=CC=C21,,,CC(=O)N(OS(=O)(=O)O)C1C=CC2=C3C(=CC=CC31)C(=O)C1=CC=CC=C21,,SULT1A1,0.94,O-sulfonation
N-acetyl-N-hydroxy-3-aminobenzanthrone,CC(=O)N(O)C1C=CC2=C3C(=CC=CC31)C(=O)C1=CC=CC=C21,,,CC(=O)ON(C(C)=O)C1C=CC2=C3C(=CC=CC31)C(=O)C1=CC=CC=C21,,NAT1; NAT2,0.95,O-acetylation
6-hydroxymethylanthanthrene,OCC1=C2C=CC=C3C=CC4=CC5=CC=CC6=CC=C1C(=C65)C4=C32,,,O=S(=O)(O)OCC1=C2C=CC=C3C=CC4=CC5=CC=CC6=CC=C1C(=C65)C4=C32,,SULT1C3,0.64,Sulfation of primary alcohol
N-hydroxy-aminophenylnorharman,ONC1=CC=C(N2C3=CC=CC=C3C3=CC=NC=C32)C=C1,,,CC(=O)ONC1=CC=C(N2C3=CC=CC=C3C3=CC=NC=C32)C=C1,,NAT1; NAT2,0.92,O-acetylation of N-hydroxylarylamine
N-hydroxy-aminophenylharman,CC1=NC=CC2=C1N(C1=CC=C(NO)C=C1)C1=CC=CC=C21,,,CC(=O)ONC1=CC=C(N2C3=CC=CC=C3C3=CC=NC(C)=C32)C=C1,,NAT1; NAT2,0.94,O-acetylation of N-hydroxylarylamine
N-hydroxy-benzidine,NC1=CC=C(C2=CC=C(NO)C=C2)C=C1,,N-hydroxy-benzidine O-acetyl,CC(=O)ONC1=CC=C(C2=CC=C(N)C=C2)C=C1,,NAT1,0.69,O-acetylation of N-hydroxylarylamine
N-hydroxy-2-aminofluorene,ONC1=CC=C2C(=C1)CC1=CC=CC=C12,,"N-hydroxy-2-aminofluorene, O-acetyl",CC(=O)ONC1=CC=C2C(=C1)CC1=CC=CC=C12,,NAT1,0.87,O-acetylation of N-hydroxylarylamine
"N-[4-(2,4-dichlorophenoxy)phenyl]hydroxylamine",ONC1=CC=C(OC2=CC=C(Cl)C=C2Cl)C=C1,,"N-[4-(2,4-dichlorophenoxy)phenyl]hydroxylamine O-acetyl",CC(=O)ONC1=CC=C(OC2=CC=C(Cl)C=C2Cl)C=C1,,NAT1,0.82,O-acetylation of N-hydroxylarylamine
N‐(2‐methoxyphenyl)hydroxylamine,COC1=CC=CC=C1NO,,"NÃ¢â‚¬Â(2Ã¢â‚¬Âmethoxyphenyl)hydroxylamine, O-acetyl",COC1=CC=CC=C1NOC(C)=O,,NAT1,0.65,O-acetylation of N-hydroxylarylamine
isoniazid,NNC(=O)C1=CC=NC=C1,,isoniazid N-acetyl,CC(O)=NNC(=O)C1=CC=NC=C1,,NAT2,0.67,N-acetylation of Hydrazine derivative
hydralazine,NN=C1NN=CC2=CC=CC=C12,,hydralazine N-acetyl,CC(O)=NNC1=NN=CC2=CC=CC=C12,,NAT,0.29,N-acetylation of Hydrazine derivative
mesalazine,NC1=CC=C(O)C(C(=O)O)=C1,,"mesalazine, N-acetyl",CC(O)=NC1=CC=C(O)C(C(=O)O)=C1,,NAT,0.71,N-acetylation of arylamine
Sulfapyridine,NC1=CC=C(S(=O)(=O)NC2=CC=CC=N2)C=C1,,"Sulfapyridine, N-acetyl",CC(O)=NC1=CC=C(S(=O)(=O)NC2=CC=CC=N2)C=C1,,NAT,0.85,N-acetylation of arylamine
4-aminobenzoate,NC1=CC=C(C(=O)[O-])C=C1,,4-acetylaminobenzoate,CC([O-])=NC1=CC=C(C(=O)O)C=C1,,NAT,0.63,N-acetylation of arylamine
4-amino-3-methylbenzoic acid,CC1=CC(C(=O)O)=CC=C1N,,,CC(O)=NC1=CC=C(C(=O)O)C=C1C,,NAT1; NAT2,0.65,N-acetylation of arylamine
"2,3-dimethylaniline",CC1=CC=CC(N)=C1C,," 2,3Ã¢â‚¬Âdimethylacetanilide",CC(O)=NC1=CC=CC(C)=C1C,,NAT1; NAT2,0.47,N-acetylation of arylamine
"2,4-dimethylaniline",CC1=CC=C(N)C(C)=C1,," 2,4Ã¢â‚¬Âdimethylacetanilide",CC(O)=NC1=CC=C(C)C=C1C,,NAT1; NAT2,0.48,N-acetylation of arylamine
"2,5-dimethylaniline",CC1=CC=C(C)C(N)=C1,," 2,5Ã¢â‚¬Âdimethylacetanilide",CC(O)=NC1=CC(C)=CC=C1C,,NAT1; NAT2,0.46,N-acetylation of arylamine
2-(4-aminobenzamido)pyridine,NC1=CC=C(C(=O)NC2=CC=CC=N2)C=C1,,4Ã¢â‚¬ÂacetamidoÃ¢â‚¬ÂNÃ¢â‚¬Â(pyridinÃ¢â‚¬Â2Ã¢â‚¬Âyl)benzamide,CC(O)=NC1=CC=C(C(=O)NC2=CC=CC=N2)C=C1,,GST,0.84,N-acetylation of arylamine
(+)-2-bromo-3-(4-nitrophenyl)propanoic acid,O=C(O)C(Br)CC1=CC=C([N+](=O)[O-])C=C1,,2-(glutathion-S-yl)-3-(4-nitrophenyl)propanoic acid,NC(CCC(O)=NC(CSC(CC1=CC=C([N+](=O)[O-])C=C1)C(=O)O)C(O)=NCC(=O)O)C(=O)O,,GST,0.33,GSH-conjugation of organohalide
"1,3,5-trinitrobenzene",O=[N+]([O-])C1=CC([N+](=O)[O-])=CC([N+](=O)[O-])=C1,,"S-(2,4,6-trinitrocyclohexa-2,5-dien-1-yl)glutathione",NC(CCC(O)=NC(CSC1C([N+](=O)[O-])=CC([N+](=O)[O-])C=C1[N+](=O)[O-])C(O)=NCC(=O)O)C(=O)O,,GSTA1,0.07,GSH-conjugation of benzene substituted with an electron donating group
"1-chloro-2,3-dinitrobenzene",O=[N+]([O-])C1=CC=CC(Cl)=C1[N+](=O)[O-],,"S-(2,3-dinitrophenyl)glutathione",NC(CCC(O)=NC(CSC1=CC=CC([N+](=O)[O-])=C1[N+](=O)[O-])C(O)=NCC(=O)O)C(=O)O,,GST,0.26,GSH-conjugation
"1-chloro-2,4-dinitrobenzene",O=[N+]([O-])C1=CC=C(Cl)C([N+](=O)[O-])=C1,,"S-(2,4-dinitrophenyl)glutathione",NC(CCC(O)=NC(CSC1=CC=C([N+](=O)[O-])C=C1[N+](=O)[O-])C(O)=NCC(=O)O)C(=O)O,,GST,0.24,GSH-conjugation
"1-Chloro-2,4-dinitrobenzene",O=[N+]([O-])C1=CC=C(Cl)C([N+](=O)[O-])=C1,,,NC(CCC(O)=NC(CSC1(Cl)C=CC([N+](=O)[O-])C=C1[N+](=O)[O-])C(O)=NCC(=O)O)C(=O)O,,GST,0.12,GSH-conjugation
Brodifacoum,O=C1OC2=CC=CC=C2C(O)=C1C1CC(C2=CC=C(C3=CC=C(Br)C=C3)C=C2)CC2=CC=CC=C21,,Brodifacoum O-glucuronide,O=C(O)C1OC(OC2=C(C3CC(C4=CC=C(C5=CC=C(Br)C=C5)C=C4)CC4=CC=CC=C43)C(=O)OC3=CC=CC=C23)C(O)C(O)C1O,,UGT,0.77,Aromatic -OH glucuronidation
Nornalmefene,C=C1CCC2(O)C3CC4=CC=C(O)C5=C4C2(CCN3)C1O5,,Nornalmefene O-glucuronide,C=C1CCC2(O)C3CC4=CC=C(OC5OC(C(=O)O)C(O)C(O)C5O)C5=C4C2(CCN3)C1O5,,UGT,0.9,Aromatic -OH glucuronidation
Prechrysophanol,CC1=CC(O)=C2C(O)=C3CC(O)CCC3=CC2=C1,,Prechrysophanol O-glucuronide,CC1=CC(OC2OC(C(=O)O)C(O)C(O)C2O)=C2C(O)=C3CC(O)CCC3=CC2=C1,,UGT,0.51,Aromatic -OH glucuronidation
Lumiracoxib,CC1=CC=C(NC2=C(F)C=CC=C2Cl)C(CC(=O)O)=C1,,Lumiracoxib O-glucuronide,CC1=CC=C(NC2=C(F)C=CC=C2Cl)C(CC(=O)OC2OC(C(=O)O)C(O)C(O)C2O)=C1,,UGT,0.57,O-glucuronidation of aliphatic acid
4-Hydroxy-alpha-thujone,CC(C)C12CC(=O)C(C)(O)C1C2,,"alpha-thujone, 4-O-glucuronide",CC(C)C12CC1C(C)(O)C(=O)C2OC1OC(C(=O)O)C(O)C(O)C1O,,UGT,0.43,Alkyl-OH glucuronidation
Scutellarein,O=C1C=C(C2=CC=C(O)C=C2)OC2=CC(O)=C(O)C(O)=C12,,Scutellarein 7-O-glucuronide,O=C(O)C1OC(OC2=CC3=C(C(O)=C2O)C(=O)C=C(C2=CC=C(O)C=C2)O3)C(O)C(O)C1O,,UGT,0.61,Alkyl-OH glucuronidation
Desogestrel,C#CC1(O)CCC2C3CCC4=CCCCC4C3C(=C)CC21CC,,Desogestrel 17-O-glucuronide,C#CC1(OC2OC(C(=O)O)C(O)C(O)C2O)CCC2C3CCC4=CCCCC4C3C(=C)CC21CC,,UGT,0.49,O-glucuronidation
3-Iodobenzoic acid,O=C(O)C1=CC=CC(I)=C1,,3-Iodobenzoyl glyucuronide,O=C(OC1OC(C(=O)O)C(O)C(O)C1O)C1=CC=CC(I)=C1,,UGT,0.23,O-glucuronidation of aromatic acid
4-Iodobenzoic acid,O=C(O)C1=CC=C(I)C=C1,,4-Iodobenzoyl glyucuronide,O=C(OC1OC(C(=O)O)C(O)C(O)C1O)C1=CC=C(I)C=C1,,UGT,0.2,O-glucuronidation of aromatic acid
Oxoprenolol,C=CCOC1=CC=CC=C1OCC(O)CNC(C)C,,Oxprenolol glucuronide,C=CCOC1=CC=CC=C1OCC(CNC(C)C)OC1OC(C(=O)O)C(O)C(O)C1O,,UGT,0.37,Alkyl-OH glucuronidation
Zomepirac,CC1=C(C(=O)C2=CC=C(Cl)C=C2)N(C)C(CC(=O)O)=C1,,Zomepirac O-glucuronide,CC1=C(C(=O)C2=CC=C(Cl)C=C2)N(C)C(CC(=O)OC2OC(C(=O)O)C(O)C(O)C2O)=C1,,UGT,0.72,O-glucuronidation of aliphatic acid
Clioquinol,OC1=C(I)C=C(Cl)C2=CC=CN=C12,,Clioquinol O-glucuronide,O=C(O)C1OC(OC2=C(I)C=C(Cl)C3=CC=CN=C23)C(O)C(O)C1O,,UGT,0.48,Aromatic -OH glucuronidation
Quinotolast,O=C1C(C(O)=NC2=NNN=N2)=CC(OC2=CC=CC=C2)=C2C=CC=CN12,,Quinotolast N-glucuronide,O=C(N=C1N=NN(OC2OC(C(=O)O)C(O)C(O)C2O)N1)C1=CC(OC2=CC=CC=C2)=C2C=CC=CN2C1=O,,UGT,0.53,N-glucuronidation
RG12525,C1=CC=C(C2=NNN=N2)C(COC2=CC=C(OCC3=CC=C4C=CC=CC4=N3)C=C2)=C1,,RG12525 N2-glucuronide,O=C(O)C1OC(N2N=NC(C3=CC=CC=C3COC3=CC=C(OCC4=CC=C5C=CC=CC5=[NH+]4)C=C3)=N2)C(O)C(O)C1O,,UGT1A1; UGT2B7,0.54,N-glucuronidation of azole
JNJ-10198409,COC1=CC2=C(C=C1OC)C1=C(C2)C(=NC2=CC=CC(F)=C2)NN1,,JNJ-10198409 N-glucuronide B,COC1=CC2=C(C=C1OC)C1=C(C2)C(=NC2=CC=CC(F)=C2)NN1C1OC(C(=O)O)C(O)C(O)C1O,,UGT1A9,0.67,N-glucuronidation of azole
JNJ-10198409,COC1=CC2=C(C=C1OC)C1=C(C2)C(=NC2=CC=CC(F)=C2)NN1,,JNJ-10198409 N-glucuronide C,COC1=CC2=C(C=C1OC)C1=C(C2)C(=[NH+]C2=CC=CC(F)=C2)N(C2OC(C(=O)O)C(O)C([OH2+])C2O)[N-]1,,UGT,0.67,N-glucuronidation of azole
JNJ-10198409,COC1=CC2=C(C=C1OC)C1=C(C2)C(=NC2=CC=CC(F)=C2)NN1,,JNJ-10198409 N-glucuronide C,COC1=CC2=C(C=C1OC)C1=C(C2)C(N(C2=CC=CC(F)=C2)C2OC(C(=O)O)C(O)C(O)C2O)=NN1,,UGT1A4; UGT1A9,0.62,N-glucuronidation of azole
Midazolam,CC1=NC=C2CN=C(C3=CC=CC=C3F)C3=CC(Cl)=CC=C3N21,,Midazolam N-glucuronide,CC1=[N+](C2OC(C(=O)O)C(O)C(O)C2O)C=C2CN=C(C3=CC=CC=C3F)C3=CC(Cl)=CC=C3N21,,UGT1A4,0.7,N-glucuronidation of azole
Afloqualone,CC1=CC=CC=C1N1C(CF)=NC2=CC=C(N)C=C2C1=O,,Afloqualone N-glucuronide,CC1=CC=CC=C1N1C(CF)=NC2=CC=C(NC3OC(C(=O)O)C(O)C(O)C3O)C=C2C1=O,,UGT1A4,0.73,Glucuronidation of primary aromatic amine
N-Acetylbenzidine,CC(O)=NC1=CC=C(C2=CC=C(N)C=C2)C=C1,,"N-Acetylbenzidine, N-glucuronide",CC(O)=NC1=CC=C(C2=CC=C(NC3OC(C(=O)O)C(O)C(O)C3O)C=C2)C=C1,,UGT1A1; UGT1A4; UGT1A9,0.25,Glucuronidation of primary aromatic amine
retigabine,CCOC(O)=NC1=CC=C(NCC2=CC=C(F)C=C2)C=C1N,,retigabine N2-glucuronide,CCOC(O)=NC1=CC=C(NCC2=CC=C(F)C=C2)C=C1NC1OC(C(=O)O)C(O)C(O)C1O,,UGT1A1; UGT1A9,0.41,Glucuronidation of primary aromatic amine
Desmethylclozapine,ClC1=CC=C2NC3=CC=CC=C3C(N3CCNCC3)=NC2=C1,,Desmethylclozapine N-glucuronide,O=C(O)C1OC(N2CCN(C3=NC4=CC(Cl)=CC=C4NC4=CC=CC=C34)CC2)C(O)C(O)C1O,,UGT1A3,0.68,N-glucuronidation
Desipramine,CNCCCN1C2=CC=CC=C2CCC2=CC=CC=C21,,Desipramine N-glucuronide,CN(CCCN1C2=CC=CC=C2CCC2=CC=CC=C21)C1OC(C(=O)O)C(O)C(O)C1O,,UGT1A3,0.51,N-glucuronidation
Promethazine,CC(CN1C2=CC=CC=C2SC2=CC=CC=C21)N(C)C,,Promethazine N-glucuronide,CC(CN1C2=CC=CC=C2SC2=CC=CC=C21)[N+](C)(C)C1OC(C(=O)O)C(O)C(O)C1O,,UGT1A3,0.52,N-glucuronidation of tertiary aliphatic amine
Loxepine,CN1CCN(C2=NC3=CC=CC=C3OC3=CC=C(Cl)C=C23)CC1,,Loxepine N-glucuronide,C[N+]1(C2OC(C(=O)O)C(O)C(O)C2O)CCN(C2=NC3=CC=CC=C3OC3=CC=C(Cl)C=C23)CC1,,UGT1A3,0.69,N-glucuronidation of tertiary aliphatic amine
Clozapine,CN1CCN(C2=NC3=CC(Cl)=CC=C3NC3=CC=CC=C23)CC1,,Clozapine N-glucuronide,C[N+]1(C2OC(C(=O)O)C(O)C(O)C2O)CCN(C2=NC3=CC(Cl)=CC=C3NC3=CC=CC=C23)CC1,,UGT1A3,0.67,N-glucuronidation of tertiary aliphatic amine
Ketotifen,CN1CCC(=C2C3=CC=CC=C3CC(=O)C3=C2C=CS3)CC1,,Ketotifen N-glucuronide,C[N+]1(C2OC(C(=O)O)C(O)C(O)C2O)CCC(=C2C3=CC=CC=C3CC(=O)C3=C2C=CS3)CC1,,UGT1A3,0.73,N-glucuronidation of tertiary aliphatic amine
Chlorpromazine,CN(C)CCCN1C2=CC=CC=C2SC2=CC=C(Cl)C=C21,,Chlorpromazine N-glucuronide,C[N+](C)(CCCN1C2=CC=CC=C2SC2=CC=C(Cl)C=C21)C1OC(C(=O)O)C(O)C(O)C1O,,UGT1A3,0.57,N-glucuronidation of tertiary aliphatic amine
Doxepin,CN(C)CCC=C1C2=CC=CC=C2COC2=CC=CC=C12,,Doxepin N-glucuronide,C[N+](C)(CCC=C1C2=CC=CC=C2COC2=CC=CC=C12)C1OC(C(=O)O)C(O)C(O)C1O,,UGT1A3,0.61,N-glucuronidation of tertiary aliphatic amine
Tripelennamine,CN(C)CCN(CC1=CC=CC=C1)C1=CC=CC=N1,,Tripelennamine N-glucuronide,C[N+](C)(CCN(CC1=CC=CC=C1)C1=CC=CC=N1)C1OC(C(=O)O)C(O)C(O)C1O,,UGT1A3,0.45,N-glucuronidation of tertiary aliphatic amine
Cyproheptadine,CN1CCC(=C2C3=CC=CC=C3C=CC3=CC=CC=C23)CC1,,Cyproheptadine N-glucuronide,C[N+]1(C2OC(C(=O)O)C(O)C(O)C2O)CCC(=C2C3=CC=CC=C3C=CC3=CC=CC=C23)CC1,,UGT1A3,0.51,N-glucuronidation of tertiary aliphatic amine
Imipramine,CN(C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C21,,Imipramine N-glucuronide,C[N+](C)(CCCN1C2=CC=CC=C2CCC2=CC=CC=C21)C1OC(C(=O)O)C(O)C(O)C1O,,UGT1A3,0.51,N-glucuronidation of tertiary aliphatic amine
Nirvanol,CCC1(C2=CC=CC=C2)N=C(O)N=C1O,,Nirvanol N-glucuronide,CCC1(C2=CC=CC=C2)N=C(O)N(C2OC(C(=O)O)C(O)C(O)C2O)C1=O,,UGT,0.38,N-glucuronidation
Isonicotinoylhydrazine,NNC(=O)C1=CC=NC=C1,,,O=C(NNC1OC(C(=O)O)C(O)C(O)C1O)C1=CC=NC=C1,,UGT,0.21,O-glucuronidation
Ketobemidone,CCC(=O)C1(C2=CC=CC(O)=C2)CCN(C)CC1,,Ketobemidone O-glucuronide,CCC(=O)C1(C2=CC=CC(OC3OC(C(=O)O)C(O)C(O)C3O)=C2)CCN(C)CC1,,UGT,0.49,Aromatic -OH glucuronidation
Ketobemidone,CCC(=O)C1(C2=CC=CC(O)=C2)CCN(C)CC1,,Ketobemidone sulfate,CCC(=O)C1(C2=CC=CC(OS(=O)(=O)O)=C2)CCN(C)CC1,,SULT,0.81,3-OH sulfonation of phenolic compound
chlorofluoroacetic acid,O=C(O)C(F)Cl,,chloroacetyl-S-glutathione,NC(CCC(O)=NC(CSC(Cl)C(=O)O)C(O)=NCC(=O)O)C(=O)O,,GST,0.05,GSH-conjugation of organohalide
4-nitrobenzyl chloride,O=[N+]([O-])C1=CC=C(CCl)C=C1,,S-(4-Nitrobenzyl)glutathione,NC(CCC(O)=NC(CSCC1=CC=C([N+](=O)[O-])C=C1)C(O)=NCC(=O)O)C(=O)O,,GST,0.24,GSH-conjugation of organohalide
4-nitrobenzyl chloride,O=[N+]([O-])C1=CC=C(CCl)C=C1,,4-nitrobenzyl-glutathione,NC(CCC(O)=NC(CSCC1=CC=C([N+](=O)[O-])C=C1)C(O)=NCC(=O)O)C(=O)O,,GST,0.24,GSH-conjugation
4-nitrobenzyl chloride,O=[N+]([O-])C1=CC=C(CCl)C=C1,,"S-(2,4-dinitrophenyl)glutathione",NC(CCC(O)=NC(CSC1=CC=C([N+](=O)[O-])C=C1[N+](=O)[O-])C(O)=NCC(=O)O)C(=O)O,,GST,0.16,GSH-conjugation
monochlorobimane,CC1=C(C)N2C(CCl)=C(C)C(=O)N2C1=O,,Bimane-glutathione,CC1=C(C)N2C(CSCC(N=C(O)CCC(N)C(=O)O)C(=O)CNC(=O)O)=C(C)C(=O)N2C1=O,,GST,0.56,GSH-conjugation of organohalide
aminochrome,O=C1C=C2CCNC2=CC1=O,,,NC(CCC(O)=NC(CSC1=C(O)C(O)=CC2=C1NCC2)C(O)=NCC(=O)O)C(=O)O,,GST,0.18,GSH-conjugation
Prunetin,COC1=CC(O)=C2C(=O)C(C3=CC=C(O)C=C3)=COC2=C1,,,COC1=CC(OC2OC(C(=O)O)C(O)C(O)C2O)=C2C(=O)C(C3=CC=C(O)C=C3)=COC2=C1,,UGT1A9,0.61,O-glucuronidation
Triiodothyronine,NC(CC1=CC(I)=C(OC2=CC=C(O)C(I)=C2)C(I)=C1)C(=O)O,,,NC(CC1=CC(I)=C(OC2=CC=C(OC3OC(C(=O)O)C(O)C(O)C3O)C(I)=C2)C(I)=C1)C(=O)O,,UGT,0.48,Aromatic -OH glucuronidation
"3-Hydroxy-2p,3p-dimethoxyflavone",COC1=CC=CC(C2=C(O)C(=O)C3=CC=CC=C3O2)=C1OC,,,COC1=CC=CC(C2=C(OC3OC(C(=O)O)C(O)C(O)C3O)C(=O)C3=CC=CC=C3O2)=C1OC,,UGT1A9,0.67,O-glucuronidation
Irbesartan M8,CCCCC1=NC2(CCCC2)C(=O)N1CC1=CC=C(C2=CC=CC=C2C2=NNN=N2)C=C1,,,CCCCC1=NC2(CCCC2)C(=O)N1CC1=CC=C(C2=CC=CC=C2C2N=N[N+](C3C(O)C(O)C(O)C(C(=O)O)C3O)=N2)C=C1,,UGT,0.63,O-glucuronidation
Resokaempferol,O=C1C(O)=C(C2=CC=C(O)C=C2)OC2=CC(O)=CC=C12,,,O=C(O)C1OC(OC2=CC=C(C3=C(O)C(=O)C4=CC=C(O)C=C4O3)C=C2)C(O)C(O)C1O,,UGT1A9,0.64,Aromatic -OH glucuronidation
7-Hydroxy-beta-thujone,CC1C(=O)CC2(C(C)(C)O)CC12,,,CC1C(=O)CC2(C(C)(C)OC3OC(C(=O)O)C(O)C(O)C3O)CC12,,UGT,0.43,Alkyl-OH glucuronidation
4-Hydroxy-beta-thujone,CC(C)C12CC(=O)C(C)(O)C1C2,,,CC(C)C12CC(=O)C(C)(OC3OC(C(=O)O)C(O)C(O)C3O)C1C2,,UGT,0.45,Alkyl-OH glucuronidation
2-iodobenzyl bromide,BrCC1=CC=CC=C1I,,,NC(CCC(O)=NC(CSC1=CC=CC=C1CBr)C(O)=NCC(=O)O)C(=O)O,,GST,0.12,GSH-conjugation
Hexafluoroisopropanol,OC(C(F)(F)F)C(F)(F)F,,,O=C(O)C1OC(OC(C(F)(F)F)C(F)(F)F)C(O)C(O)C1O,,UGT,0.1,Alkyl-OH glucuronidation
"2,4-diene-VPA",C=CC=C(CCC)C(=O)O,,,C=CC=C(CCC)C(=O)OC1OC(C(=O)O)C(O)C(O)C1O,,UGT,0.19,O-glucuronidation of aliphatic acid
"3,7-Dihydroxyfavone",O=C1C(O)=C(C2=CC=CC=C2)OC2=CC(O)=CC=C12,,,O=C(O)C1OC(OC2=CC=C3C(=O)C(O)=C(C4=CC=CC=C4)OC3=C2)C(O)C(O)C1O,,UGT1A9,0.62,Aromatic -OH glucuronidation
"3,7-Dihydroxyfavone",O=C1C(O)=C(C2=CC=CC=C2)OC2=CC(O)=CC=C12,,,O=C(O)C1OC(OC2=C(C3=CC=CC=C3)OC3=CC(O)=CC=C3C2=O)C(O)C(O)C1O,,UGT1A9,0.57,Aromatic -OH glucuronidation
Indole-3-acetic-acid,O=C(O)CC1=CNC2=CC=CC=C12,,,O=C(CC1=CNC2=CC=CC=C12)OC1OC(C(=O)O)C(O)C(O)C1O,,UGT,0.47,O-glucuronidation of aliphatic acid
Paeonol,COC1=CC=C(C(C)=O)C(O)=C1,,,COC1=CC=C(C(C)=O)C(OS(=O)(=O)O)=C1,,SULT,0.56,Aromatic -OH glucuronidation
8-Hydroxy-7-methoxyisoflavone,COC1=CC(O)=C2OC=C(C3=CC=CC=C3)C(=O)C2=C1,,,COC1=CC(OC2OC(C(=O)O)C(O)C(O)C2O)=C2OC=C(C3=CC=CC=C3)C(=O)C2=C1,,UGT1A9,0.6,O-glucuronidation
"8,14-diOH-efavirenz",OC1=NC2=C(O)C=C(Cl)C=C2C(C#CC2(O)CC2)(C(F)(F)F)O1,,,O=C(O)C1OC(OC2(C#CC3(C(F)(F)F)OC(O)=NC4=C(O)C=C(Cl)C=C43)CC2)C(O)C(O)C1O,,UGT,0.83,O-glucuronidation
"4p-hydroxy-2,3p,4-trichlorobiphenyl",OC1=CC=C(C2=CC=C(Cl)C=C2Cl)C=C1Cl,,,O=S(=O)(O)OC1=CC=C(C2=CC=C(Cl)C=C2Cl)C=C1Cl,,SULT,0.66,4-OH sulfonation of phenolic compound
Hydroxyoxid acid,CC1(C)C2CCC3(C)C(C2)C(C(=O)O)CCC13O,,,CC1(C)C2CCC3(C)C(C2)C(C(=O)O)CCC13OC1OC(C(=O)O)C(O)C(O)C1O,,UGT,0.38,Alkyl-OH glucuronidation
