parent_name,parent_smiles,metabolite_name,metabolite_smiles,enzymes,reaction_type,fingerprint_similarity
(s)-mephobarbital,CCC1(C2=CC=CC=C2)C(=O)N(C)C(=O)N=C1O,phenobarbital,CCC1(C2=CC=CC=C2)C(O)=NC(=O)N=C1O,CYP2B6,N-demethylation,0.46
(s)-norfenfluramine,CC(N)CC1=CC=CC(C(F)(F)F)=C1,,NCCC1=CC=CC(C(F)(F)F)=C1,CYP1A2,C-DEALKLYATION,0.83
(s)-oxybutynin,CCN(CC)CC#CCOC(=O)C(O)(C1=CC=CC=C1)C1CCCCC1,2-cyclohexyl-2-phenylglycolic acid,O=C(O)C(O)(C1=CC=CC=C1)C1CCCCC1,CYP3A4,HYDROLYSIS_OF_CARBOXYLIC_ESTER,0.76
(s)-oxybutynin,CCN(CC)CC#CCOC(=O)C(O)(C1=CC=CC=C1)C1CCCCC1,4-(diethylamino)but-2-yn-1-ol,CCN(CC)CC#CCO,CYP3A4,HYDROLYSIS_OF_CARBOXYLIC_ESTER,0.08
(s)-oxybutynin,CCN(CC)CC#CCOC(=O)C(O)(C1=CC=CC=C1)C1CCCCC1,N-desethyloxybutynin,CCNCC#CCOC(=O)C(O)(C1=CC=CC=C1)C1CCCCC1,CYP3A4,N-dealkylation of acyclic tertiary amine,0.99
(s)-propafenone,CCCNCC(O)COC1=CC=CC=C1C(=O)CCC1=CC=CC=C1,(S)-5-Hydroxypropafenone,CCCNCC(O)COC1=CC=C(O)C=C1C(=O)CCC1=CC=CC=C1,CYP2D6,Hydroxylation of benzene on carbon para to a strongly electron donating group,0.9
(s)-propafenone,CCCNCC(O)COC1=CC=CC=C1C(=O)CCC1=CC=CC=C1,(S)-N-Despropylpropafenone,NCC(O)COC1=CC=CC=C1C(=O)CCC1=CC=CC=C1,CYP1A2; CYP3A4,N-dealkylation of acyclic secondary amine,0.94
(s)-propafenone,CCCNCC(O)COC1=CC=CC=C1C(=O)CCC1=CC=CC=C1,(S)-4'-Hydroxypropafenone,CCCNCC(O)COC1=CC=CC=C1C(=O)CCC1=CC=C(O)C=C1,CYP2D6 (implied),p-Hydroxylation of monosubstituted benzene,0.98
(s)-tomoxetine,CNCCC(OC1=CC=CC=C1C)C1=CC=CC=C1,4-Hydroxy-(s)-tomoxetine,CNCCC(OC1=CC=C(O)C=C1C)C1=CC=CC=C1,CYP2D6; CYP2A6; CYP2B6; CYP2C9; CYP2C19; CYP2E1; CYP3A4,Hydroxylation of benzene on carbon para to a strongly electron donating group,0.93
(s)-tomoxetine,CNCCC(OC1=CC=CC=C1C)C1=CC=CC=C1,N-Desmethyl-(s)-tomoxetine,CNCCC(OC1=CC=CC=C1CO)C1=CC=CC=C1,CYP2D6; CYP2C19 (major),N-dealkylation of acyclic secondary amine,0.93
(s)-tomoxetine,CNCCC(OC1=CC=CC=C1C)C1=CC=CC=C1,2-Hydroxy-(s)-tomoxetine,CC1=CC=CC=C1OC(CCNCO)C1=CC=CC=C1,CYP2D6; CYP2B6; CYP2C19,Aliphatic hydroxylation of carbon alpha to secondary or tertiary alkyl-N,0.97
(s)-venlafaxine,COC1=CC=C(C(CN(C)C)C2(O)CCCCC2)C=C1,N-Desmethylvenlafaxine,CNCC(C1=CC=C(OC)C=C1)C1(O)CCCCC1,CYP2C19 (major); CYP3A4 (minor); CYP2C9 (minor),N-dealkylation of acyclic tertiary amine,0.95
(s)-venlafaxine,COC1=CC=C(C(CN(C)C)C2(O)CCCCC2)C=C1,O-Desmethylvenlafaxine,CN(C)CC(C1=CC=C(O)C=C1)C1(O)CCCCC1,CYP2D6,O-aryl demethylation,0.96
[2-methyl-4-(o-tolylazo)phenyl]amine,CC1=CC(N=NC2=CC=CC=C2C)=CC=C1N,4'-hydroxy-o-aminoazotoJuene,CC1=CC(N=NC2=CC=C(O)C=C2C)=CC=C1N,CYP1A2,AROMATIC HYDROXYLATION,0.77
[2-methyl-4-(o-tolylazo)phenyl]amine,CC1=CC(N=NC2=CC=CC=C2C)=CC=C1N,2'-hydroxymethyl-3-raethyl-4-aminoazoberizene,CC1=CC(N=NC2=CC=CC=C2CO)=CC=C1N,CYP1A2,ALIPHATIC HYDROXYLATION,0.81
[2-methyl-4-(o-tolylazo)phenyl]amine,CC1=CC(N=NC2=CC=CC=C2C)=CC=C1N,N-hydroxy-oaminoazotohiene,CC1=CC=CC=C1N=NC1=CC=C(NO)C(C)=C1,CYP1A2,N-HYDROXYLATION,0.83
1_4_cineole,CC(C)C12CCC(C)(CC1)O2,,CC(C)C12CCC(C)(O1)C(O)C2,CYP3A4,Hydroxylation of alicyclic secondary carbon,0.59
1_8_cineole,CC12CCC(CC1)C(C)(C)O2,"2alpha-hydroxy-1,8-cineole",CC1(C)OC2(C)CCC1CC2O,CYP3A4,Hydroxylation of alicyclic secondary carbon,0.67
1_8_cineole,CC12CCC(CC1)C(C)(C)O2,"3alpha-hydroxy-1,8-cineole",CC12CCC(C(O)C1)C(C)(C)O2,CYP3A4,Hydroxylation of alicyclic secondary carbon,0.71
1-(3-chlorophenyl)piperazine,ClC1=CC=CC(N2CCNCC2)=C1,2‐chloro‐4‐(piperazin‐1‐yl)phenol,OC1=CC=C(N2CCNCC2)C=C1Cl,CYP2D6,Hydroxylation of aromatic carbon ortho to halide group,0.77
1-(4-methoxyphenyl)piperazine,COC1=CC=C(N2CCNCC2)C=C1,1-(4-hydroxyphenyl)piperazine,OC1=CC=C(N2CCNCC2)C=C1,CYP2D6,O-aryl dealkylation not adjacent to substituted carbon,0.87
"1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine",CN1CC=C(C2=CC=CC=C2)CC1,1-methyl-4-phenylpyridin-1-ium,C[N+]1=CC=C(C2=CC=CC=C2)C=C1,CYP2D6,N_DEHYDROGENATION_OF_ALICYCLIC_TERTIARY_AMINES_PATTERN1,0.08
"1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine",CN1CC=C(C2=CC=CC=C2)CC1,pOH-MPTP,CN1CC=C(C2=CC=C(O)C=C2)CC1,CYP2D6,Aromatic Hydroxylation,0.87
1-nitropyrene,O=[N+]([O-])C1=CC=C2C=CC3=CC=CC4=CC=C1C2=C34,3-OH-1-nitropyrene,O=[N+]([O-])C1=CC(O)=C2C=CC3=CC=CC4=CC=C1C2=C34,CYP3A4,HYDROXYLATION_OF_AROMATIC_CARBON,0.66
1-nitropyrene,O=[N+]([O-])C1=CC=C2C=CC3=CC=CC4=CC=C1C2=C34,"trans-4,5- Dihydrodiol- 1-nitropyrene",O=[N+]([O-])C1=CC=C2C3=C1C=CC1=CC=CC(=C13)C1OC21,CYP3A4,EPOXIDATION_OF_12_DISUBSTITUTED_ALKLENE,0.39
1-nitropyrene,O=[N+]([O-])C1=CC=C2C=CC3=CC=CC4=CC=C1C2=C34,6-OH-1- nitropyrene,O=[N+]([O-])C1=CC=C2C=CC3=C(O)C=CC4=CC=C1C2=C43,CYP3A4; CYP1A2,HYDROXYLATION_OF_AROMATIC_CARBON,0.78
1-nitropyrene,O=[N+]([O-])C1=CC=C2C=CC3=CC=CC4=CC=C1C2=C34,8-OH-1-nitropyrene,O=[N+]([O-])C1=CC=C2C=CC3=CC=C(O)C4=CC=C1C2=C34,CYP1A2,HYDROXYLATION_OF_AROMATIC_CARBON,0.78
"1-propanol, 3-[3-(1-piperidinylmethyl)phenoxy]-",OCCCOC1=CC=CC(CN2CCCCC2)=C1,,OC1=CC=CC(CN2CCCCC2)=C1,CYP2D6,O-dealkylation,0.74
"1-propanol, 3-[3-(1-piperidinylmethyl)phenoxy]-",OCCCOC1=CC=CC(CN2CCCCC2)=C1,,OCCCOC1=CC=CC(CN2CCCCC2O)=C1,CYP2D6,Aliphatic Hydroxylation,0.78
"1,2-dichlorobenzene",ClC1=CC=CC=C1Cl,"2,3-dichlorophenol",OC1=CC=CC(Cl)=C1Cl,CYP1A1; CYP1A2; CYP2E1 (major); CYP3A4,Hydroxylation of aromatic carbon ortho to halide group,0.42
"1,2-dichlorobenzene",ClC1=CC=CC=C1Cl,"3,4-dichlorophenol",OC1=CC=C(Cl)C(Cl)=C1,CYP1A1; CYP1A2; CYP2E1 (major); CYP3A4,Hydroxylation of aromatic carbon para to halide group,0.47
"1,2,4-trichlorobenzene",ClC1=CC=C(Cl)C(Cl)=C1,"2,3,5-trichlorophenol",OC1=CC(Cl)=CC(Cl)=C1Cl,CYP2E1 (major),Hydroxylation of aromatic carbon ortho to halide group,0.48
"1,2,4-trichlorobenzene",ClC1=CC=C(Cl)C(Cl)=C1,"2,3,6-trichlorophenol",OC1=C(Cl)C=CC(Cl)=C1Cl,CYP3A4 (major),Hydroxylation of aromatic carbon ortho to halide group,0.47
"1,2,4-trichlorobenzene",ClC1=CC=C(Cl)C(Cl)=C1,"2,4,5-trichlorophenol",OC1=CC(Cl)=C(Cl)C=C1Cl,CYP2E1 (major); CYP1A1,Hydroxylation of aromatic carbon ortho to halide group,0.48
1'-nitrosonornicotine,O=NN1CCCC1C1=CC=CN=C1,,O=NN1C(O)CCC1C1=CC=CN=C1,CYP2A6;CYP2D6;CYP2E1;CYP3A4,Aliphatic Hydroxylation,0.79
1'-nitrosonornicotine,O=NN1CCCC1C1=CC=CN=C1,,O=NN1CCCC1(O)C1=CC=CN=C1,CYP2A6;CYP2D6;CYP2E1;CYP3A4,Aliphatic Hydroxylation,0.67
11_oxo_delta8_tetrahydrocannabinol,CCCCCC1=CC(O)=C2C(=C1)OC(C)(C)C1CC=C(C=O)CC21,,CCCCCC1=CC(O)=C2C(=C1)OC(C)(C)C1CC=C(C(=O)O)CC21,CYP2C8;CYP2C9;CYP2C19;CYP3A4,Aliphatic Hydroxylation,0.95
2-(1-piperazinyl)pyrimidine,C1=CN=C(N2CCNCC2)N=C1,,OC1=CN=C(N2CCNCC2)N=C1,CYP2D6,Aromatic Hydroxylation,0.82
2-acetamidofluorene,CC(O)=NC1=CC=C2C(=C1)CC1=CC=CC=C12,N-Hydroxy-2-acetamidofluorene,CC(=O)N(O)C1=CC=C2C(=C1)CC1=CC=CC=C12,CYP1A2,N-hydroxylation of secondary arylamide,0.59
2-acetamidofluorene,CC(O)=NC1=CC=C2C(=C1)CC1=CC=CC=C12,1-OH-AFF,CC(O)=NC1=CC=C2C(=C1)CC1=CC=CC(O)=C12,CYP1A2,Aromatic Hydroxylation,0.77
2-acetamidofluorene,CC(O)=NC1=CC=C2C(=C1)CC1=CC=CC=C12,5-OH-AFF,CC(O)=NC1=CC=C2C3=CC=CCC3(O)CC2=C1,CYP1A2,Aromatic Hydroxylation,0.3
2-acetamidofluorene,CC(O)=NC1=CC=C2C(=C1)CC1=CC=CC=C12,N-Hydroxy-2-acetamidofluorene,CC(=O)N(O)C1=CC=C2C(=C1)CC1=CC=CC=C12,CYP1A2,Aromatic Hydroxylation,0.59
2-acetylbenzothiophene,CC(=O)C1=CC2=CC=CC=C2S1,,CC(O)C1CC2CCCCC2S1=O,CYP1A2;CYP2B6;CYP2E1;CYP3A4,S-Oxidation,0.09
"2-chloro-3-pyridin-3-yl-5,6,7,8-tetrahydroindolizine-1-carboxamide",N=C(O)C1=C2CCCCN2C(C2=CC=CN=C2)=C1Cl,rac-RPR 127025,N=C(O)C1=C2C(O)CCCN2C(C2=CC=CN=C2)=C1Cl,CYP1A2;CYP2C8;CYP2C9;CYP3A4,Aliphatic Hydroxylation,0.92
"2-chloro-3-pyridin-3-yl-5,6,7,8-tetrahydroindolizine-1-carboxamide",N=C(O)C1=C2CCCCN2C(C2=CC=CN=C2)=C1Cl,RPR 122701,N=C(O)C1=C2CCCCN2C(C2=CC=C[N+]([O-])=C2)=C1Cl,CYP2C8,N-Oxidation,0.97
2-naphthylamine,NC1=CC=C2C=CC=CC2=C1,N-Hydroxy-2-naphthalenamine,ONC1=CC=C2C=CC=CC2=C1,CYP1A2,N-hydroxylation of primary arylamine,0.75
2-nitropyrene,O=[N+]([O-])C1=CC2=CC=C3C=CC=C4C=CC(=C1)C2=C34,2-aminopyrene,NC1=CC2=CC=C3C=CC=C4C=CC(=C1)C2=C34,CYP1A1; CYP1A2,REDUCTION_OF_NITRO_TO_AMINE,0.56
2-oxoquazepam,O=C1CN=C(C2=CC=CC=C2F)C2=CC(Cl)=CC=C2N1CC(F)(F)F,3-Hydroxy-2-oxoquazepam,O=C1C(O)N=C(C2=CC=CC=C2F)C2=CC(Cl)=CC=C2N1CC(F)(F)F,CYP3A4; CYP2C9,"3-Hydroxylation of 5-aryl-1,4-benzodiazepine",0.9
2-oxoquazepam,O=C1CN=C(C2=CC=CC=C2F)C2=CC(Cl)=CC=C2N1CC(F)(F)F,N-Desalkyl-2-oxoquazepam,OC1=NC2=CC=C(Cl)C=C2C(C2=CC=CC=C2F)=NC1,CYP3A4; CYP2C9,N-dealkylation of tertiary carboxamide,0.55
2-phenylphenol,OC1=CC=CC=C1C1=CC=CC=C1,"2,5-dihydroxybiphenyl",OC1=CC=C(O)C(C2=CC=CC=C2)=C1,CYP1A2; CYP2B6; CYP2D6; CYP2E1; CYP3A4,Hydroxylation of benzene on carbon para to a strongly electron donating group,0.81
2-propylquinoline,CCCC1=CC=C2C=CC=CC2=N1,,CCCC1=CC=C2C(=N1)C=CC1OC21,CYP2C9;CYP2E1;CYP3A4,Epoxidation,0.22
2-propylquinoline,CCCC1=CC=C2C=CC=CC2=N1,,CCCC1=CC=C2C=CC3OC3C2=N1,CYP2C9;CYP2E1;CYP3A4,Epoxidation,0.24
2-propylquinoline,CCCC1=CC=C2C=CC=CC2=N1,,OCCCC1=CC=C2C=CC=CC2=N1,CYP2A6;CYP2C9;CYP2C19;CYP2E1;CYP3A4,Aliphatic Hydroxylation,0.94
2-propylquinoline,CCCC1=CC=C2C=CC=CC2=N1,,CCC(O)C1=CC=C2C=CC=CC2=N1,CYP2A6;CYP2C9;CYP2C19;CYP2E1;CYP3A4,Aliphatic Hydroxylation,0.77
"2,2',4,5,5'-pentachlorobiphenyl",ClC1=CC=C(Cl)C(C2=CC(Cl)=C(Cl)C=C2Cl)=C1,"2,2',4',5,5'-pentachloro-[1,1'-biphenyl]-4-ol",OC1=CC(Cl)=C(C2=CC(Cl)=C(Cl)C=C2Cl)C=C1Cl,CYP2A6; CYP3A4; CYP2C18,Hydroxylation of aromatic carbon meta to halide group,0.74
"2,2',4,5,5'-pentachlorobiphenyl",ClC1=CC=C(Cl)C(C2=CC(Cl)=C(Cl)C=C2Cl)=C1,"2,2',4',5,5'-pentachloro-[1,1'-biphenyl]-4-ol",OC1=CC(Cl)=C(C2=CC(Cl)=C(Cl)C=C2Cl)C=C1Cl,CYP2A6; CYP3A4; CYP2C18,Hydroxylation of aromatic carbon ortho to halide group,0.74
"2,6-dichlorobenzonitrile",N#CC1=C(Cl)C=CC=C1Cl,,N#CC1=C(Cl)C2OC2C=C1Cl,CYP2A6,Epoxidation,0.06
"2,6-dichlorobenzonitrile",N#CC1=C(Cl)C=CC=C1Cl,,N#CC1C(Cl)=CC=C2OC21Cl,CYP2A6,Epoxidation,0.06
2'-methoxyacetophenone,COC1=CC=CC=C1C(C)=O,2'-Hydroxyacetophenone,CC(=O)C1=CC=CC=C1O,CYP2A6,O-Demethylation,0.75
"2h-1-benzopyran-2-one, 4-(chloromethyl)-7-ethoxy-",CCOC1=CC=C2C(CCl)=CC(=O)OC2=C1,4-(Chloromethyl)-7-hydroxychromen-2-one,O=C1C=C(CCl)C2=CC=C(O)C=C2O1,CYP1A2;CYP2A6;CYP2B6;CYP2C8;CYP2C19;CYP2D6;CYP2E1;CYP3A4,O-Deethylation,0.89
"2h-1-benzopyran-2-one, 7-(pentyloxy)-",CCCCCOC1=CC=C2C=CC(=O)OC2=C1,,CCC(O)CCOC1=CC=C2C=CC(=O)OC2=C1,CYP3A4,Aliphatic Hydroxylation,0.96
"2h-1-benzopyran-2-one, 7-(pentyloxy)-",CCCCCOC1=CC=C2C=CC(=O)OC2=C1,,CC(O)CCCOC1=CC=C2C=CC(=O)OC2=C1,CYP3A4,Aliphatic Hydroxylation,0.97
"2h-1-benzopyran-2-one, 7-(pentyloxy)-",CCCCCOC1=CC=C2C=CC(=O)OC2=C1,,CCCCC(O)OC1=CC=C2C=CC(=O)OC2=C1,CYP3A4,Aliphatic Hydroxylation,0.9
3-cyano-7-ethoxycoumarin,CCOC1=CC=C2C=C(C#N)C(=O)OC2=C1,3-Cyano-7-hydroxycoumarin,N#CC1=CC2=CC=C(O)C=C2OC1=O,"CYP1A2;CYP2A6;CYP2B6;CYP2C9;CYP2C19,CYP2D6;CYP2E1",O-Demethylation,0.89
3-cyano-7-methoxycoumarin,COC1=CC=C2C=C(C#N)C(=O)OC2=C1,3-Cyano-7-hydroxycoumarin,N#CC1=CC2=CC=C(O)C=C2OC1=O,CYP1A2;CYP2B6;CYP2C19;CYP2E1,O-Demethylation,0.92
3-methylindole,CC1=CNC2=CC=CC=C12,3-methyleneindolenine,C=C1C=[NH+]C2=CC=CC=C12,CYP2F1,Terminal desaturation,0.11
3-methylindole,CC1=CNC2=CC=CC=C12,"3-methylindole-2,3-epoxide",CC12OC1NC1=CC=CC=C12,CYP2F1; CYP2A6; CYP3A4; CYP2C8,PYRROLE_EPOXIDATION,0.13
"3,5-pyridinedicarboxylic acid, 1,4-dihydro-2,6-dimethyl-4-(3-nitrophenyl)-, ethyl methyl ester, (4r)-",CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1C1=CC=CC([N+](=O)[O-])=C1,,CCOC(=O)C1=C(C)N=C(C)C(C(=O)OC)=C1C1=CC=CC([N+](=O)[O-])=C1,CYP3A4 ,Dehydrogenation,0.32
"3alpha,12beta-dihydroxy-5alpha-cholan-24-oic acid",CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,hyocholic acid (HCA),CC(CCC(=O)O)C1CCC2C3C(O)C(O)C4CC(O)CCC4(C)C3CC(O)C12C,CYP3A4 ,Aliphatic Hydroxylation,0.8
"3alpha,7beta,12beta-trihydroxy-5alpha-cholan-24-oic acid",CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,,CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(=O)CCC4(C)C3CC(O)C12C,CYP3A4,Dehydrogenation,0.85
3s14s-ochratoxin a,CC1CC2=C(Cl)C=C(C(O)=NC(CC3=CC=CC=C3)C(=O)O)C(O)=C2C(=O)O1,,CC1OC(=O)C2=C(O)C(C(O)=NC(CC3=CC=CC=C3)C(=O)O)=CC(Cl)=C2C1O,CYP1A2;CYP2C9;CYP3A4,ALIPHATIC HYDROXYLATION,0.9
4_demethyl_olanzapine,CC1=CC2=C(NC3=CC=CC=C3N=C2N2CCNCC2)S1,,CC1=CC2=C(NC3=CC=CC=C3N=C2N2CCNCC2O)S1,CYP2D6,Aliphatic Hydroxylation,0.92
4-(butylaminomethyl)-7-methoxycoumarin,CCCCNCC1=CC(=O)OC2=CC(OC)=CC=C12,BHAMC,CCCCNCC1=CC(=O)OC2=CC(O)=CC=C12,CYP1A2;CYP2C9;CYP2C19;CYP2D6,O-Demethylation,0.94
4-(butylaminomethyl)-7-methoxycoumarin,CCCCNCC1=CC(=O)OC2=CC(OC)=CC=C12,,COC1=CC=C2C(CN)=CC(=O)OC2=C1,CYP1A2,N-Demethylation,0.89
4-(ethylaminomethyl)-7-methoxycoumarin,CCNCC1=CC(=O)OC2=CC(OC)=CC=C12,EHAMC,CCNCC1=CC(=O)OC2=CC(O)=CC=C12,CYP1A2;CYP2C19;CYP2D6,O-Demethylation,0.93
4-(ethylaminomethyl)-7-methoxycoumarin,CCNCC1=CC(=O)OC2=CC(OC)=CC=C12,MAMC,COC1=CC=C2C(CN)=CC(=O)OC2=C1,CYP1A2,N-Dealkylation,0.92
"4-(trifluoromethyl)-7-[2,5-bis(trifluoromethyl)benzyloxy]coumarin",O=C1C=C(C(F)(F)F)C2=CC=C(OCC3=CC(C(F)(F)F)=CC=C3C(F)(F)F)C=C2O1,HFC,O=C1C=C(C(F)(F)F)C2=CC=C(O)C=C2O1,CYP3A4,O-Dealklyation,0.72
"4-[(s)-alpha-(trichloromethyl)-4-methoxybenzyl]-1,2-benzenediol",COC1=CC=C(C(C2=CC=C(O)C(O)=C2)C(Cl)(Cl)Cl)C=C1,Tris-OH-M methoxychlor,OC1=CC=C(C(C2=CC=C(O)C(O)=C2)C(Cl)(Cl)Cl)C=C1,CYP1A2;CYP2A6;CYP2B6;CYP2C8;CYP2C9;CYP2C19;CYP3A4,O-demethylation,0.92
4-aminobiphenyl,NC1=CC=C(C2=CC=CC=C2)C=C1,"4-aminobiphenyl, N-oxide",ONC1=CC=C(C2=CC=CC=C2)C=C1,CYP1A2,N-hydroxylation of primary arylamine,0.78
4-Hydroxytamoxifen,CCC(=C(C1=CC=C(O)C=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1,Endoxifen,CCC(=C(C1=CC=C(O)C=C1)C1=CC=C(OCCNC)C=C1)C1=CC=CC=C1,CYP3A4; CYP3A5,N-dealkylation of acyclic tertiary amine,0.98
4-Hydroxytamoxifen,CCC(=C(C1=CC=C(O)C=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1,"3,4-Dihydroxy-Tamoxifen",CCC(=C(C1=CC=C(OCCN(C)C)C=C1)C1=CC=C(O)C(O)=C1)C1=CC=CC=C1,CYP3A4,Aromatic Hydroxylation,0.86
4-methylaminomethyl-7-methoxycoumarin,CNCC1=CC(=O)OC2=CC(OC)=CC=C12,N-methyl 7-hydroxy-4-(aminomethyl)-coumarin,CNCC1=CC(=O)OC2=CC(O)=CC=C12,CYP1A2;CYP2D6,N-Dealkylation,0.93
4-nitro-3-(trifluoromethyl)aniline,NC1=CC=C([N+](=O)[O-])C(C(F)(F)F)=C1,2-amino5-nitro-4-(trifluoromethyl)phenol,NC1=CC(C(F)(F)F)=C([N+](=O)[O-])C=C1O,CYP1A2;CYP2A6;CYP2C8;CYP2C9;CYP2C19;CYP2D6;CYP2E1;CYP3A4,Aromatic Hydroxylation,0.75
4-nitro-3-(trifluoromethyl)aniline,NC1=CC=C([N+](=O)[O-])C(C(F)(F)F)=C1,N-[4-nitro-3-(trifluoromethyl)phenyl]-acetamide,C[NH+]([O-])C1=CC=C([N+](=O)[O-])C(C(F)(F)F)=C1,CYP1A2;CYP2A6;CYP2C9;CYP3A4,N-Hydroxylation; N-Oxidation,0.8
4-nitroanisole,COC1=CC=C([N+](=O)[O-])C=C1,P-Nitrophenol,O=[N+]([O-])C1=CC=C(O)C=C1,CYP1A2;CYP2A6;CYP2C9;CYP2C19;CYP2D6;CYP2E1;CYP3A4,O-Demethylation,0.83
4-nitropyrene,O=[N+]([O-])C1=CC2=CC=CC3=CC=C4C=CC=C1C4=C32,4-aminopyrene,NC1=CC2=CC=CC3=CC=C4C=CC=C1C4=C32,CYP1A2; CYP3A4,REDUCTION_OF_NITRO_TO_AMINE,0.53
4-nitropyrene,O=[N+]([O-])C1=CC2=CC=CC3=CC=C4C=CC=C1C4=C32,,O=[N+]([O-])C1=CC2=CC=CC3=C2C2=C(C=CC=C12)C(O)C3O,CYP1A2,Epoxidation of arene,0.41
"4,4'-methylenebis(2-chloroaniline)",NC1=CC=C(CC2=CC=C(N)C(Cl)=C2)C=C1Cl,,NC1=CC=C(CC2=CC=C(N[O-])C(Cl)=C2)C=C1Cl,CYP2A6;CYP3A4,N-Oxidation,0.84
"4'-hydroxy-5,6,7,8-tetramethoxyflavone (tangeretin_T27)",COC1=C(OC)C(OC)=C2C(=O)C=C(C3=CC=C(O)C=C3)OC2=C1OC,OROBOL,COC1=C(OC)C(OC)=C2C(=O)C=C(C3=CC=C(O)C(O)=C3)OC2=C1OC,CYP1A2;CYP3A4,Aromatic Hydroxylation,0.97
5-hydroxydiclofenac,O=C(O)CC1=CC(O)=CC=C1NC1=C(Cl)C=CC=C1Cl,"4',5-Dihydroxydiclofenac",O=C(O)CC1=CC(O)=CC=C1NC1=C(Cl)C=C(O)C=C1Cl,CYP2C9,Aromatic Hydroxylation,0.94
5-methoxytryptamine,COC1=CC=C2NC=C(CCN)C2=C1,Serotonin,NCCC1=CNC2=CC=C(O)C=C12,CYP2D6,O-demethylation,0.91
5-methylchrysene,CC1=CC2=CC=CC=C2C2=CC=C3C=CC=CC3=C12,"5-Methyl-1,2-dihydrochrysene-1,2-diol",CC1=CC2=CC=CC=C2C2=CC=C3C(=C12)C=CC(O)C3O,CYP1A2;CYP2D6;CYP2E1;CYP3A4,Aromatic Hydroxylation,0.19
58c80,CC(C)(C)C1CCC(C2=C(O)C(=O)C3=CC=CC=C3C2=O)CC1,298C84,CC(C)(CO)C1CCC(C2=C(O)C(=O)C3=CC=CC=C3C2=O)CC1,CYP2C9,Hydroxylation of terminal methyl,0.98
6-chrysenamine,NC1=CC2=C3C=CC=CC3=CC=C2C2=CC=CC=C12,"6-MeC-1,2-diol",NC1=CC2=C3C=CC(O)C(O)C3=CC=C2C2=CC=CC=C12,CYP1A2;CYP2A6;CYP2B6;CYP2D6;CYP3A4,Aromatic Hydroxylation,0.19
6-methylchrysene,CC1=CC2=C3C=CC=CC3=CC=C2C2=CC=CC=C12,"6-MeC-1,2-diol",CC1=CC2=C3C=CC(O)C(O)C3=CC=C2C2=CC=CC=C12,CYP1A2;CYP2D6;CYP2E1;CYP3A4,Epoxidation,0.2
6-nitrochrysene,O=[N+]([O-])C1=CC2=C3C=CC=CC3=CC=C2C2=CC=CC=C12,N-hydroxy-6-AC,O[NH2+]C1=CC2=C3C=CC=CC3=CC=C2C2=CC=CC=C12,CYP1A2;CYP3A4,Aromatic Hydroxylation,0.71
6-nitrochrysene,O=[N+]([O-])C1=CC2=C3C=CC=CC3=CC=C2C2=CC=CC=C12,"1,2-DHD-6-NC ",O=[N+]([O-])C1=CC2=C3C=CC(O)C(O)C3=CC=C2C2=CC=CC=C12,CYP2E1;CYP3A4,Reduction,0.32
7-benzyloxy-4-trifluoromethylcoumarin,O=C1C=C(C(F)(F)F)C2=CC=C(OCC3=CC=CC=C3)C=C2O1,7-hydroxy-4-triuoromethylcoumarin (HFC),O=C1C=C(C(F)(F)F)C2=CC=C(O)C=C2O1,CYP2A6;CYP2B6;CYP2C9;CYP2C19;CYP2D6;CYP2E1,O-Deethylation,0.85
7-benzyloxyquinoline,C1=CC=C(COC2=CC=C3C=CC=NC3=C2)C=C1,7-Hydroxyquinoline,O=C1C=CC2=CC=CN=C2C1,CYP1A2;CYP3A4,O-dealkylation,0.17
7-butoxy-2h-chromen-2-one,CCCCOC1=CC=C2C=CC(=O)OC2=C1,,CCCC(O)OC1CCC2CCC(O)OC2C1,CYP3A4,Aliphatic Hydroxylation,0.09
7-butoxy-2h-chromen-2-one,CCCCOC1=CC=C2C=CC(=O)OC2=C1,,CC(O)CCOC1CCC2CCC(O)OC2C1,CYP3A4,Aliphatic Hydroxylation,0.09
7-butoxy-2h-chromen-2-one,CCCCOC1=CC=C2C=CC(=O)OC2=C1,,OCCCCOC1CCC2CCC(O)OC2C1,CYP3A4,Aliphatic Hydroxylation,0.09
7-ethoxycoumarin,CCOC1=CC=C2C=CC(=O)OC2=C1,Umbelliferone,O=C1C=CC2=CC=C(O)C=C2O1,CYP1A1 (major); CYP2B6; CYP2E1; CYP1A2; CYP2A6; CYP3A7; CYP2C9; CYP2C19,O-aryl dealkylation not adjacent to substituted carbon,0.82
7-ethoxycoumarin,CCOC1=CC=C2C=CC(=O)OC2=C1,,CCOC1=CC=C2C(O)=CC(=O)OC2=C1,CYP1A1 (major); CYP2B6; CYP2E1; CYP1A2; CYP2A6; CYP3A7; CYP2C9; CYP2C19,Aromatic Hydroxylation,0.87
