parent_name,parent_smiles,parent_inchi,metabolite_name,metabolite_smiles,metabolite_inchi,enzymes,fingerprint_similarity,reaction_type
Omeprazole,COC1=CC2=C(C=C1)N=C(S(=O)CC1=NC=C(C)C(OC)=C1C)N2,"InChI=1S/C17H19N3O3S/c1-10-8-18-15(11(2)16(10)23-4)9-24(21)17-19-13-6-5-12(22-3)7-14(13)20-17/h5-8H,9H2,1-4H3,(H,19,20)",5'-O-Desmethyl omeprazole,COC1=C(C)C=NC(C[S+]([O-])C2=NC3=CC(O)=CC=C3N2)=C1C,TWXDTVZNDQKCOS-UHFFFAOYSA-N,Cytochrome P450 2C19,0.77,
Omeprazole,COC1=CC2=C(C=C1)N=C(S(=O)CC1=NC=C(C)C(OC)=C1C)N2,"InChI=1S/C17H19N3O3S/c1-10-8-18-15(11(2)16(10)23-4)9-24(21)17-19-13-6-5-12(22-3)7-14(13)20-17/h5-8H,9H2,1-4H3,(H,19,20)",Omeprazole sulfone,COC1=CC2=C(C=C1)N=C(S(=O)(=O)CC1=C(C)C(OC)=C(C)C=N1)N2,IXEQEYRTSRFZEO-UHFFFAOYSA-N,Cytochrome P450 3A4,0.94,
Omeprazole,COC1=CC2=C(C=C1)N=C(S(=O)CC1=NC=C(C)C(OC)=C1C)N2,"InChI=1S/C17H19N3O3S/c1-10-8-18-15(11(2)16(10)23-4)9-24(21)17-19-13-6-5-12(22-3)7-14(13)20-17/h5-8H,9H2,1-4H3,(H,19,20)",3-Hydroxyomeprazole,COC1=CC2=C(C=C1)N=C(S(=O)CC1=C(CO)C(OC)=C(C)C=N1)N2,IGVYIWUGJPECAJ-UHFFFAOYSA-N,Cytochrome P450 3A4,0.92,
Pyrazinamide,NC(=O)C1=NC=CN=C1,"InChI=1S/C5H5N3O/c6-5(9)4-3-7-1-2-8-4/h1-3H,(H2,6,9)",5-hydroxypyrazinamide,NC(=O)C1=CNC(=O)C=N1,XENWQEOTDAQROM-UHFFFAOYSA-N,Aldehyde oxidase,0.69,
Terfenadine,CC(C)(C)C1=CC=C(C(O)CCCN2CCC(C(O)(C3=CC=CC=C3)C3=CC=CC=C3)CC2)C=C1,"InChI=1S/C32H41NO2/c1-31(2,3)26-18-16-25(17-19-26)30(34)15-10-22-33-23-20-29(21-24-33)32(35,27-11-6-4-7-12-27)28-13-8-5-9-14-28/h4-9,11-14,16-19,29-30,34-35H,10,15,20-24H2,1-3H3",fexofenadine,CC(C)(C(=O)O)C1=CC=C(C(O)CCCN2CCC(C(O)(C3=CC=CC=C3)C3=CC=CC=C3)CC2)C=C1,RWTNPBWLLIMQHL-UHFFFAOYSA-N,Cytochrome P450 3A4,0.85,
Clobazam,CN1C(=O)CC(=O)N(C2=CC=CC=C2)C2=C1C=CC(Cl)=C2,"InChI=1S/C16H13ClN2O2/c1-18-13-8-7-11(17)9-14(13)19(16(21)10-15(18)20)12-5-3-2-4-6-12/h2-9H,10H2,1H3",N-desmethylclobazam,O=C1CC(=O)N(C2=CC=CC=C2)C2=C(C=CC(Cl)=C2)N1,RRTVVRIFVKKTJK-UHFFFAOYSA-N,"Cytochrome P450 2C19, Cytochrome P450 3A4, Cytochrome P450 2B6, Cytochrome P450 3A5, Cytochrome P450 3A7, Cytochrome P450 1A2, Cytochrome P450 2C8, Cytochrome P450 2C9, Cytochrome P450 2D6, Cytochrome P450 2C18",0.85,
Clobazam,CN1C(=O)CC(=O)N(C2=CC=CC=C2)C2=C1C=CC(Cl)=C2,"InChI=1S/C16H13ClN2O2/c1-18-13-8-7-11(17)9-14(13)19(16(21)10-15(18)20)12-5-3-2-4-6-12/h2-9H,10H2,1H3",4'-hydroxyclobazam,CN1C(=O)CC(=O)N(C2=CC=C(O)C=C2)C2=C1C=CC(Cl)=C2,NKSXJAYACJZMBM-UHFFFAOYSA-N,"Cytochrome P450 2C18, Cytochrome P450 2C19",0.95,
Tioguanine,NC1=NC(=S)C2=C(N=CN2)N1,"InChI=1S/C5H5N5S/c6-5-9-3-2(4(11)10-5)7-1-8-3/h1H,(H4,6,7,8,9,10,11)",Thioguanosine monophosphate,NC1=NC(=S)C2=C(N1)N(C1OC(COP(=O)(O)O)C(O)C1O)C=N2,BPZXYEUJBFHASJ-UUOKFMHZSA-N,Hypoxanthine-guanine phosphoribosyltransferase,0.34,
Thioguanosine monophosphate,NC1=NC(=S)C2=C(N1)N(C1OC(COP(=O)(O)O)C(O)C1O)C=N2,BPZXYEUJBFHASJ-UUOKFMHZSA-N,Methyl-thioguanosine monophosphate,CSC1N=C(N)NC2=C1N=CN2C1OC(COP(=O)(O)O)C(O)C1O,VLFVFMNOAJKLEN-AFPKLJJXSA-N,Thiopurine S-methyltransferase,0.61,
Thioguanosine monophosphate,NC1=NC(=S)C2=C(N1)N(C1OC(COP(=O)(O)O)C(O)C1O)C=N2,BPZXYEUJBFHASJ-UUOKFMHZSA-N,Thioguanosine diphosphate,NC1=NC(=S)C2=C(N1)N(C1OC(COP(=O)(O)OP(=O)(O)O)C(O)C1O)C=N2,IUTNWRFYTFZSEK-UUOKFMHZSA-N,,0.96,
Thioguanosine diphosphate,NC1=NC(=S)C2=C(N1)N(C1OC(COP(=O)(O)OP(=O)(O)O)C(O)C1O)C=N2,IUTNWRFYTFZSEK-UUOKFMHZSA-N,Thioguanosine triphosphate,NC1=NC(=S)C2=C(N1)N(C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C1O)C=N2,QENYANNAQSWPLM-UUOKFMHZSA-N,,0.98,
Thioguanosine diphosphate,NC1=NC(=S)C2=C(N1)N(C1OC(COP(=O)(O)OP(=O)(O)O)C(O)C1O)C=N2,IUTNWRFYTFZSEK-UUOKFMHZSA-N,Thiodeoxyguanosine diphosphate,NC1=NC(=S)C2=C(N1)N(C1CC(O)C(COP(=O)(O)OP(=O)(O)O)O1)C=N2,ZVLMDCYHIBYREW-KVQBGUIXSA-N,,0.93,
Thiodeoxyguanosine diphosphate,NC1=NC(=S)C2=C(N1)N(C1CC(O)C(COP(=O)(O)OP(=O)(O)O)O1)C=N2,ZVLMDCYHIBYREW-KVQBGUIXSA-N,Thiodeoxyguanosine triphosphate,NC1=NC(=S)C2=C(N1)N(C1CC(O)C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O1)C=N2,BXZRFHUVVWIHMV-KVQBGUIXSA-N,,0.98,
Chlorzoxazone,O=C1NC2=C(C=CC(Cl)=C2)O1,"InChI=1S/C7H4ClNO2/c8-4-1-2-6-5(3-4)9-7(10)11-6/h1-3H,(H,9,10)",6-hydroxychlorzoxazone,OC1=NC2=C(C=C(O)C(Cl)=C2)O1,AGLXDWOTVQZHIQ-UHFFFAOYSA-N,Cytochrome P450 2E1,0.52,
Mefloquine,OC(C1=CC(C(F)(F)F)=NC2=C1C=CC=C2C(F)(F)F)C1CCCCN1,"InChI=1S/C17H16F6N2O/c18-16(19,20)11-5-3-4-9-10(15(26)12-6-1-2-7-24-12)8-13(17(21,22)23)25-14(9)11/h3-5,8,12,15,24,26H,1-2,6-7H2","2,8-bis-trifluoromethyl-4-quinoline carboxylic acid",O=C(O)C1=CC(C(F)(F)F)=NC2=C1C=CC=C2C(F)(F)F,QJTJIQBSZLFWFS-UHFFFAOYSA-N,Cytochrome P450 3A4,0.65,
Clozapine,CN1CCN(C2=NC3=CC(Cl)=CC=C3NC3=CC=CC=C23)CC1,"InChI=1S/C18H19ClN4/c1-22-8-10-23(11-9-22)18-14-4-2-3-5-15(14)20-16-7-6-13(19)12-17(16)21-18/h2-7,12,20H,8-11H2,1H3",Clozapine N-oxide,C[N+]1([O-])CCN(C2=NC3=C(C=CC(Cl)=C3)NC3=CC=CC=C23)CC1,OGUCZBIQSYYWEF-UHFFFAOYSA-N,"Cytochrome P450 3A4, Cytochrome P450 1A2, Dimethylaniline monooxygenase [N-oxide-forming] 3, Cytochrome P450 2C19, Cytochrome P450 3A5, Cytochrome P450 2D6, Cytochrome P450 2C9, Cytochrome P450 2E1",0.95,
Clozapine,CN1CCN(C2=NC3=CC(Cl)=CC=C3NC3=CC=CC=C23)CC1,"InChI=1S/C18H19ClN4/c1-22-8-10-23(11-9-22)18-14-4-2-3-5-15(14)20-16-7-6-13(19)12-17(16)21-18/h2-7,12,20H,8-11H2,1H3",Clozapine 5-N-glucuronide,CN1CCN(C2=NC3=C(C=CC(Cl)=C3)N(C3OC(C(=O)O)C(O)C(O)C3O)C3=CC=CC=C23)CC1,YWWIDMPXCSUNRD-VZWAGXQNSA-N,"UDP-glucuronosyltransferase 1-4, UDP-glucuronosyltransferase 1-3, UDP-glucuronosyltransferase 1-1, UDP-glucuronosyltransferase 2B10",0.6,
Norepinephrine,NCC(O)C1=CC(O)=C(O)C=C1,"InChI=1S/C8H11NO3/c9-4-8(12)5-1-2-6(10)7(11)3-5/h1-3,8,10-12H,4,9H2/t8-/m0/s1",Norepinephrine sulfate,NCC(O)C1=CC(O)=C(OS(=O)(=O)O)C=C1,CVJMZWLHUCMEKO-ZETCQYMHSA-N,,0.63,
Norepinephrine,NCC(O)C1=CC(O)=C(O)C=C1,"InChI=1S/C8H11NO3/c9-4-8(12)5-1-2-6(10)7(11)3-5/h1-3,8,10-12H,4,9H2/t8-/m0/s1",3-Methoxy-4-Hydroxyphenylglycol sulfate,COC1=C(O)C=CC(C(CO)OS(=O)(=O)O)=C1,SBKADJXSGGTEPN-UHFFFAOYSA-N,,0.46,
Mirtazapine,CN1CCN2C3=C(C=CC=N3)CC3=CC=CC=C3C2C1,"InChI=1S/C17H19N3/c1-19-9-10-20-16(12-19)15-7-3-2-5-13(15)11-14-6-4-8-18-17(14)20/h2-8,16H,9-12H2,1H3",mirtazapine-N-oxide,C[N+]1([O-])CCN2C3=C(C=CC=N3)CC3=CC=CC=C3C2C1,GAFCUVMEBFTFQJ-UHFFFAOYSA-N,Cytochrome P450 3A4,0.93,
Mirtazapine,CN1CCN2C3=C(C=CC=N3)CC3=CC=CC=C3C2C1,"InChI=1S/C17H19N3/c1-19-9-10-20-16(12-19)15-7-3-2-5-13(15)11-14-6-4-8-18-17(14)20/h2-8,16H,9-12H2,1H3",N-desmethylmirtazapine,C1=CC=C2C(=C1)CC1=C(N=CC=C1)N1CCNCC21,FGLAMNFOHWVQOH-UHFFFAOYSA-N,Cytochrome P450 3A4,0.97,
Mirtazapine,CN1CCN2C3=C(C=CC=N3)CC3=CC=CC=C3C2C1,"InChI=1S/C17H19N3/c1-19-9-10-20-16(12-19)15-7-3-2-5-13(15)11-14-6-4-8-18-17(14)20/h2-8,16H,9-12H2,1H3",8-hydroxymirtazapine,CN1CCN2C3=NC=C(O)C=C3CC3=CC=CC=C3C2C1,DAWYIZBOUQIVNX-UHFFFAOYSA-N,"Cytochrome P450 1A2, Cytochrome P450 2D6",0.94,
Dydrogesterone,CC(=O)C1CCC2C3C=CC4=CC(=O)CCC4(C)C3CCC12C,"InChI=1S/C21H28O2/c1-13(22)17-6-7-18-16-5-4-14-12-15(23)8-10-20(14,2)19(16)9-11-21(17,18)3/h4-5,12,16-19H,6-11H2,1-3H3/t16-,17+,18-,19+,20+,21+/m0/s1",20-dihydrodydrogesterone,C=C1C=C2C=CC3C(CCC4(C)C(C(C)C)CCC34)C2(C)CC1,YUDUQGLCBDGGNA-UHFFFAOYSA-N,,0.65,
Mexiletine,CC1=C(OCC(C)N)C(C)=CC=C1,"InChI=1S/C11H17NO/c1-8-5-4-6-9(2)11(8)13-7-10(3)12/h4-6,10H,7,12H2,1-3H3",2-hydroxymexiletine,CC1=C(OCC(C)N)C(CO)=CC=C1,XMJYSMLLWRQQAE-UHFFFAOYSA-N,"Cytochrome P450 1A2, Cytochrome P450 2D6",0.77,
Mexiletine,CC1=C(OCC(C)N)C(C)=CC=C1,"InChI=1S/C11H17NO/c1-8-5-4-6-9(2)11(8)13-7-10(3)12/h4-6,10H,7,12H2,1-3H3",p-hydroxymexiletine,CC1=C(OCC(C)N)C(C)=CC(O)=C1,YWOSWRCXWBDSRQ-UHFFFAOYSA-N,"Cytochrome P450 1A2, Cytochrome P450 2D6",0.85,
Tacrine,NC1=C2CCCCC2=NC2=CC=CC=C12,"InChI=1S/C13H14N2/c14-13-9-5-1-3-7-11(9)15-12-8-4-2-6-10(12)13/h1,3,5,7H,2,4,6,8H2,(H2,14,15)",1-hydroxytacrine,N=C1C2=C(CCCC2O)NC2=CC=CC=C12,HLVVITIHAZBPKB-UHFFFAOYSA-N,Cytochrome P450 1A2,0.58,
Valrubicin,CCCCC(=O)OCC(=O)C1(O)CC2=C(O)C3=C(C(=O)C4=C(OC)C=CC=C4C3=O)C(O)=C2C(OC2CC(NC(=O)C(F)(F)F)C(O)C(C)O2)C1,"InChI=1S/C34H36F3NO13/c1-4-5-9-21(40)49-13-20(39)33(47)11-16-24(19(12-33)51-22-10-17(27(41)14(2)50-22)38-32(46)34(35,36)37)31(45)26-25(29(16)43)28(42)15-7-6-8-18(48-3)23(15)30(26)44/h6-8,14,17,19,22,27,41,43,45,47H,4-5,9-13H2,1-3H3,(H,38,46)/t14-,17-,19-,22-,27+,33-/m0/s1",N-trifluoroacetyladriamycinol,COC1=CC=CC2=C1C(=O)C1=C(C2=O)C(O)=C2CC(O)(C(O)CO)CC(OC3CC(N=C(O)C(F)(F)F)C(O)C(C)O3)C2=C1O,TWMWXCYMYAQOTO-UHFFFAOYSA-N,,0.88,
Valrubicin,CCCCC(=O)OCC(=O)C1(O)CC2=C(O)C3=C(C(=O)C4=C(OC)C=CC=C4C3=O)C(O)=C2C(OC2CC(NC(=O)C(F)(F)F)C(O)C(C)O2)C1,"InChI=1S/C34H36F3NO13/c1-4-5-9-21(40)49-13-20(39)33(47)11-16-24(19(12-33)51-22-10-17(27(41)14(2)50-22)38-32(46)34(35,36)37)31(45)26-25(29(16)43)28(42)15-7-6-8-18(48-3)23(15)30(26)44/h6-8,14,17,19,22,27,41,43,45,47H,4-5,9-13H2,1-3H3,(H,38,46)/t14-,17-,19-,22-,27+,33-/m0/s1",N-trifluoroacetyladriamycin,COC1=CC=CC2=C1C(=O)C1=C(C2=O)C(O)=C2CC(O)(C(=O)CO)CC(OC3CC(NC(=O)C(F)(F)F)C(O)C(C)O3)C2=C1O,RQIOYWADAKTIJC-XUKKXQNXSA-N,,0.99,
Digoxin,CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,"InChI=1S/C41H64O14/c1-19-36(47)28(42)15-34(50-19)54-38-21(3)52-35(17-30(38)44)55-37-20(2)51-33(16-29(37)43)53-24-8-10-39(4)23(13-24)6-7-26-27(39)14-31(45)40(5)25(9-11-41(26,40)48)22-12-32(46)49-18-22/h12,19-21,23-31,33-38,42-45,47-48H,6-11,13-18H2,1-5H3/t19-,20-,21-,23-,24+,25-,26-,27+,28+,29+,30+,31-,33+,34+,35+,36-,37-,38-,39+,40+,41+/m1/s1",Dihydrodigoxin,CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7COC(=O)C7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,,,0.71,
Carisoprodol,CCCC(C)(COC(N)=O)COC(=O)NC(C)C,"InChI=1S/C12H24N2O4/c1-5-6-12(4,7-17-10(13)15)8-18-11(16)14-9(2)3/h9H,5-8H2,1-4H3,(H2,13,15)(H,14,16)",Meprobamate,CCCC(C)(COC(N)=O)COC(N)=O,"InChI=1S/C9H18N2O4/c1-3-4-9(2,5-14-7(10)12)6-15-8(11)13/h3-6H2,1-2H3,(H2,10,12)(H2,11,13)",Cytochrome P450 2C19,0.72,
Progesterone,CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,"InChI=1S/C21H30O2/c1-13(22)17-6-7-18-16-5-4-14-12-15(23)8-10-20(14,2)19(16)9-11-21(17,18)3/h12,16-19H,4-11H2,1-3H3/t16-,17+,18-,19-,20-,21+/m0/s1",6β-Hydroxyprogesterone,CC(=O)C1CCC2C3CC(O)C4=CC(=O)CCC4(C)C3CCC12C,PWCLWZOSAFOXFL-UHPWKVKZSA-N,Cytochrome P450 3A4,0.73,
Progesterone,CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,"InChI=1S/C21H30O2/c1-13(22)17-6-7-18-16-5-4-14-12-15(23)8-10-20(14,2)19(16)9-11-21(17,18)3/h12,16-19H,4-11H2,1-3H3/t16-,17+,18-,19-,20-,21+/m0/s1",Pregnanolone,CC(=O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C,,,0.42,
Sorafenib,CNC(=O)C1=NC=CC(OC2=CC=C(NC(=O)NC3=CC(C(F)(F)F)=C(Cl)C=C3)C=C2)=C1,"InChI=1S/C21H16ClF3N4O3/c1-26-19(30)18-11-15(8-9-27-18)32-14-5-2-12(3-6-14)28-20(31)29-13-4-7-17(22)16(10-13)21(23,24)25/h2-11H,1H3,(H,26,30)(H2,28,29,31)",Sorafenib N-oxide,CNC(=O)C1=[N+]([O-])C=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(C(F)(F)F)=C3)C=C2)=C1,,Cytochrome P450 3A4,0.88,
Sorafenib,CNC(=O)C1=NC=CC(OC2=CC=C(NC(=O)NC3=CC(C(F)(F)F)=C(Cl)C=C3)C=C2)=C1,"InChI=1S/C21H16ClF3N4O3/c1-26-19(30)18-11-15(8-9-27-18)32-14-5-2-12(3-6-14)28-20(31)29-13-4-7-17(22)16(10-13)21(23,24)25/h2-11H,1H3,(H,26,30)(H2,28,29,31)",Sorafenib beta-D-Glucuronide,CNC(=O)C1=NC=CC(OC2=CC=C(NC(=O)N(C3=CC(C(F)(F)F)=C(Cl)C=C3)C3OC(C(=O)O)C(O)C(O)C3O)C=C2)=C1,HALZWBPBJOJUOZ-UHFFFAOYSA-N,UDP-glucuronosyltransferase 1-9,0.53,
Griseofulvin,COC1=CC(=O)CC(C)C12OC1=C(C2=O)C(OC)=CC(OC)=C1Cl,"InChI=1S/C17H17ClO6/c1-8-5-9(19)6-12(23-4)17(8)16(20)13-10(21-2)7-11(22-3)14(18)15(13)24-17/h6-8H,5H2,1-4H3/t8-,17+/m1/s1",6-methyl-griseofulvin,COC1=CC(=O)CC(C)C12OC1=C(C2=O)C(OC)=CC(C)=C1Cl,QNPINWFXONNRKM-XLFHBGCDSA-N,,0.97,
Eszopiclone,CN1CCN(C(=O)OC2C3=NC=CN=C3C(=O)N2C2=NC=C(Cl)C=C2)CC1,"InChI=1S/C17H17ClN6O3/c1-22-6-8-23(9-7-22)17(26)27-16-14-13(19-4-5-20-14)15(25)24(16)12-3-2-11(18)10-21-12/h2-5,10,16H,6-9H2,1H3/t16-/m0/s1",Zopiclone N-oxide,C[N+]1([O-])CCN(C(=O)OC2C3=C(N=CC=N3)C(=O)N2C2=NC=C(Cl)C=C2)CC1,IPTIKKTXLHVRKN-UHFFFAOYSA-N,"Cytochrome P450 3A4, Cytochrome P450 2E1",0.98,
Alprazolam,CC1=NN=C2CN=C(C3=CC=CC=C3)C3=C(C=CC(Cl)=C3)N12,"InChI=1S/C17H13ClN4/c1-11-20-21-16-10-19-17(12-5-3-2-4-6-12)14-9-13(18)7-8-15(14)22(11)16/h2-9H,10H2,1H3",4-hydroxyalprazolam,CC1=NN=C2C(O)N=C(C3=CC=CC=C3)C3=C(C=CC(Cl)=C3)N12,CEYGCFLPQFNPST-UHFFFAOYSA-N,"Cytochrome P450 3A4, Cytochrome P450 3A5, Cytochrome P450 2C9",0.87,
Alprazolam,CC1=NN=C2CN=C(C3=CC=CC=C3)C3=C(C=CC(Cl)=C3)N12,"InChI=1S/C17H13ClN4/c1-11-20-21-16-10-19-17(12-5-3-2-4-6-12)14-9-13(18)7-8-15(14)22(11)16/h2-9H,10H2,1H3",alpha-Hydroxyalprazolam,OCC1=NN=C2CN=C(C3=CC=CC=C3)C3=CC(Cl)=CC=C3N12,ZURUZYHEEMDQBU-UHFFFAOYSA-N,"Cytochrome P450 2C9, Cytochrome P450 3A5, Cytochrome P450 3A4",0.93,
Rosiglitazone,CN(CCOC1=CC=C(CC2SC(=O)NC2=O)C=C1)C1=CC=CC=N1,"InChI=1S/C18H19N3O3S/c1-21(16-4-2-3-9-19-16)10-11-24-14-7-5-13(6-8-14)12-15-17(22)20-18(23)25-15/h2-9,15H,10-12H2,1H3,(H,20,22,23)",Phenoxyacetic acid derivative of rosiglitazone,O=C(O)COC1=CC=C(CC2SC(=O)NC2=O)C=C1,SXAASESEPRXRTR-UHFFFAOYSA-N,,0.71,
Rosiglitazone,CN(CCOC1=CC=C(CC2SC(=O)NC2=O)C=C1)C1=CC=CC=N1,"InChI=1S/C18H19N3O3S/c1-21(16-4-2-3-9-19-16)10-11-24-14-7-5-13(6-8-14)12-15-17(22)20-18(23)25-15/h2-9,15H,10-12H2,1H3,(H,20,22,23)",N-Desmethylrosiglitazone,O=C1N=C(O)C(CC2=CC=C(OCCNC3=CC=CC=N3)C=C2)S1,ZJQTVMXUIGXRMR-UHFFFAOYSA-N,"Cytochrome P450 2C8, Cytochrome P450 2C9",0.56,
Rosiglitazone,CN(CCOC1=CC=C(CC2SC(=O)NC2=O)C=C1)C1=CC=CC=N1,"InChI=1S/C18H19N3O3S/c1-21(16-4-2-3-9-19-16)10-11-24-14-7-5-13(6-8-14)12-15-17(22)20-18(23)25-15/h2-9,15H,10-12H2,1H3,(H,20,22,23)",para-Hydroxyrosiglitazone,CN(CCOC1=CC=C(CC2SC(=O)N=C2O)C=C1)C1=NC=C(O)C=C1,AGQGGZNSVNKGDU-UHFFFAOYSA-N,"Cytochrome P450 2C8, Cytochrome P450 2C9",0.6,
Rosiglitazone,CN(CCOC1=CC=C(CC2SC(=O)NC2=O)C=C1)C1=CC=CC=N1,"InChI=1S/C18H19N3O3S/c1-21(16-4-2-3-9-19-16)10-11-24-14-7-5-13(6-8-14)12-15-17(22)20-18(23)25-15/h2-9,15H,10-12H2,1H3,(H,20,22,23)",N-Despyridinyl rosiglitazone,CNCCOC1=CC=C(CC2SC(=O)NC2=O)C=C1,BPSKNLFJDYBECE-UHFFFAOYSA-N,,0.76,
Rosiglitazone,CN(CCOC1=CC=C(CC2SC(=O)NC2=O)C=C1)C1=CC=CC=N1,"InChI=1S/C18H19N3O3S/c1-21(16-4-2-3-9-19-16)10-11-24-14-7-5-13(6-8-14)12-15-17(22)20-18(23)25-15/h2-9,15H,10-12H2,1H3,(H,20,22,23)",ortho-Hydroxyrosiglitazone,CN(CCOC1=CC=C(CC2SC(=O)N=C2O)C=C1)C1=C(O)C=CC=N1,KQXWMUFVDAFGPU-UHFFFAOYSA-N,"Cytochrome P450 2C8, Cytochrome P450 2C9",0.58,
N-Desmethylrosiglitazone,O=C1N=C(O)C(CC2=CC=C(OCCNC3=CC=CC=N3)C=C2)S1,ZJQTVMXUIGXRMR-UHFFFAOYSA-N,N-Desmethyl-ortho-hydroxy rosiglitazone,O=C1NC(=O)C(CC2=CC=C(OCCNC3=C(O)C=CC=N3)C=C2)S1,GWVBGLUFILBNNY-UHFFFAOYSA-N,,0.55,
ortho-Hydroxyrosiglitazone,CN(CCOC1=CC=C(CC2SC(=O)N=C2O)C=C1)C1=C(O)C=CC=N1,KQXWMUFVDAFGPU-UHFFFAOYSA-N,N-Desmethyl-ortho-hydroxy rosiglitazone,O=C1NC(=O)C(CC2=CC=C(OCCNC3=C(O)C=CC=N3)C=C2)S1,GWVBGLUFILBNNY-UHFFFAOYSA-N,,0.6,
N-Desmethylrosiglitazone,O=C1N=C(O)C(CC2=CC=C(OCCNC3=CC=CC=N3)C=C2)S1,ZJQTVMXUIGXRMR-UHFFFAOYSA-N,N-Desmethyl-para-hydroxy rosiglitazone,O=C1NC(=O)C(CC2=CC=C(OCCNC3=CC=C(O)C=N3)C=C2)S1,SVUUNTJZVPNZSL-UHFFFAOYSA-N,,0.56,
para-Hydroxyrosiglitazone,CN(CCOC1=CC=C(CC2SC(=O)N=C2O)C=C1)C1=NC=C(O)C=C1,AGQGGZNSVNKGDU-UHFFFAOYSA-N,N-Desmethyl-para-hydroxy rosiglitazone,O=C1NC(=O)C(CC2=CC=C(OCCNC3=CC=C(O)C=N3)C=C2)S1,SVUUNTJZVPNZSL-UHFFFAOYSA-N,,0.59,
ortho-Hydroxyrosiglitazone,CN(CCOC1=CC=C(CC2SC(=O)N=C2O)C=C1)C1=C(O)C=CC=N1,KQXWMUFVDAFGPU-UHFFFAOYSA-N,ortho-O-Glucuronide rosiglitazone,CN(CCOC1=CC=C(CC2SC(=O)NC2=O)C=C1)C1=NC=CC=C1OC1OC(C(=O)O)C(O)C(O)C1O,YDRMOALONMVDNG-TUCRDTSBSA-N,,0.52,
ortho-Hydroxyrosiglitazone,CN(CCOC1=CC=C(CC2SC(=O)N=C2O)C=C1)C1=C(O)C=CC=N1,KQXWMUFVDAFGPU-UHFFFAOYSA-N,ortho-O-Sulfate rosiglitazone,CN(CCOC1=CC=C(CC2SC(=O)NC2=O)C=C1)C1=C(OS(=O)(=O)O)C=CC=N1,ZVSPRKOUHTZIGH-UHFFFAOYSA-N,,0.6,
N-Desmethylrosiglitazone,O=C1N=C(O)C(CC2=CC=C(OCCNC3=CC=CC=N3)C=C2)S1,ZJQTVMXUIGXRMR-UHFFFAOYSA-N,N-Desmethyl glucuronide rosiglitazone,O=C1N=C(O)C(CC2=CC=C(OCCNC3=NC=CC=C3OC3OC(C(=O)O)C(O)C(O)C3O)C=C2)S1,NLGMKXBTZZJJFK-UHFFFAOYSA-N,,0.54,
para-Hydroxyrosiglitazone,CN(CCOC1=CC=C(CC2SC(=O)N=C2O)C=C1)C1=NC=C(O)C=C1,AGQGGZNSVNKGDU-UHFFFAOYSA-N,para-O-Glucuronide rosiglitazone,CN(CCOC1=CC=C(CC2SC(=O)NC2=O)C=C1)C1=CC=C(OC2OC(C(=O)O)C(O)C(O)C2O)C=N1,QGESYIGEZXWVIN-AZNQAGSMSA-N,,0.52,
para-Hydroxyrosiglitazone,CN(CCOC1=CC=C(CC2SC(=O)N=C2O)C=C1)C1=NC=C(O)C=C1,AGQGGZNSVNKGDU-UHFFFAOYSA-N,para-O-Sulfate rosiglitazone,CN(CCOC1=CC=C(CC2SC(=O)NC2=O)C=C1)C1=CC=C(OS(=O)(=O)O)C=N1,WAGUBJKZLRLKGR-UHFFFAOYSA-N,,0.61,
N-Desmethyl-ortho-hydroxy rosiglitazone,O=C1NC(=O)C(CC2=CC=C(OCCNC3=C(O)C=CC=N3)C=C2)S1,GWVBGLUFILBNNY-UHFFFAOYSA-N,N-Desmethyl-ortho-O-sulfate rosiglitazone,O=C1NC(=O)C(CC2=CC=C(OCCNC3=C(OS(=O)(=O)O)C=CC=N3)C=C2)S1,HOMPAUSQZJYDFA-UHFFFAOYSA-N,,0.82,
N-Desmethyl-para-hydroxy rosiglitazone,O=C1NC(=O)C(CC2=CC=C(OCCNC3=CC=C(O)C=N3)C=C2)S1,SVUUNTJZVPNZSL-UHFFFAOYSA-N,N-Desmethyl para-O-sulfate rosiglitazone,O=C1NC(=O)C(CC2=CC=C(OCCNC3=CC=C(OS(=O)(=O)O)C=N3)C=C2)S1,ULPCBLHRDLQTTD-UHFFFAOYSA-N,,0.86,
